Year,Country,alpha_3,Region,Latitude,Longitude,Jahresniederschlag
1941,Switzerland,CHE,Samedan,46.438365000000005,9.870266,505.8
1942,Switzerland,CHE,Samedan,46.438365000000005,9.870266,524.1
1943,Switzerland,CHE,Samedan,46.438365000000005,9.870266,490.6
1944,Switzerland,CHE,Samedan,46.438365000000005,9.870266,752.7
1945,Switzerland,CHE,Samedan,46.438365000000005,9.870266,587.4
1946,Switzerland,CHE,Samedan,46.438365000000005,9.870266,655.7
1947,Switzerland,CHE,Samedan,46.438365000000005,9.870266,581.4
1948,Switzerland,CHE,Samedan,46.438365000000005,9.870266,704.1
1949,Switzerland,CHE,Samedan,46.438365000000005,9.870266,477.7
1950,Switzerland,CHE,Samedan,46.438365000000005,9.870266,727.5
1951,Switzerland,CHE,Samedan,46.438365000000005,9.870266,857.0
1952,Switzerland,CHE,Samedan,46.438365000000005,9.870266,781.6
1953,Switzerland,CHE,Samedan,46.438365000000005,9.870266,551.9
1954,Switzerland,CHE,Samedan,46.438365000000005,9.870266,890.2
1955,Switzerland,CHE,Samedan,46.438365000000005,9.870266,490.1
1956,Switzerland,CHE,Samedan,46.438365000000005,9.870266,641.4
1957,Switzerland,CHE,Samedan,46.438365000000005,9.870266,675.3
1958,Switzerland,CHE,Samedan,46.438365000000005,9.870266,756.4
1959,Switzerland,CHE,Samedan,46.438365000000005,9.870266,478.2
1960,Switzerland,CHE,Samedan,46.438365000000005,9.870266,1077.0
1961,Switzerland,CHE,Samedan,46.438365000000005,9.870266,487.4
1962,Switzerland,CHE,Samedan,46.438365000000005,9.870266,461.4
1963,Switzerland,CHE,Samedan,46.438365000000005,9.870266,866.6
1964,Switzerland,CHE,Samedan,46.438365000000005,9.870266,557.3
1965,Switzerland,CHE,Samedan,46.438365000000005,9.870266,786.4
1966,Switzerland,CHE,Samedan,46.438365000000005,9.870266,803.5
1967,Switzerland,CHE,Samedan,46.438365000000005,9.870266,744.3
1968,Switzerland,CHE,Samedan,46.438365000000005,9.870266,775.0
1969,Switzerland,CHE,Samedan,46.438365000000005,9.870266,624.5
1970,Switzerland,CHE,Samedan,46.438365000000005,9.870266,736.4
1971,Switzerland,CHE,Samedan,46.438365000000005,9.870266,591.4
1972,Switzerland,CHE,Samedan,46.438365000000005,9.870266,585.8
1973,Switzerland,CHE,Samedan,46.438365000000005,9.870266,788.2
1974,Switzerland,CHE,Samedan,46.438365000000005,9.870266,610.2
1975,Switzerland,CHE,Samedan,46.438365000000005,9.870266,668.6
1976,Switzerland,CHE,Samedan,46.438365000000005,9.870266,742.0
1977,Switzerland,CHE,Samedan,46.438365000000005,9.870266,794.4
1978,Switzerland,CHE,Samedan,46.438365000000005,9.870266,601.7
1979,Switzerland,CHE,Samedan,46.438365000000005,9.870266,896.0
1980,Switzerland,CHE,Samedan,46.438365000000005,9.870266,638.2
1981,Switzerland,CHE,Samedan,46.438365000000005,9.870266,863.3
1982,Switzerland,CHE,Samedan,46.438365000000005,9.870266,809.1
1983,Switzerland,CHE,Samedan,46.438365000000005,9.870266,826.2
1984,Switzerland,CHE,Samedan,46.438365000000005,9.870266,617.8
1985,Switzerland,CHE,Samedan,46.438365000000005,9.870266,696.8
1986,Switzerland,CHE,Samedan,46.438365000000005,9.870266,685.4
1987,Switzerland,CHE,Samedan,46.438365000000005,9.870266,731.0
1988,Switzerland,CHE,Samedan,46.438365000000005,9.870266,724.9
1989,Switzerland,CHE,Samedan,46.438365000000005,9.870266,610.4
1990,Switzerland,CHE,Samedan,46.438365000000005,9.870266,688.0
1991,Switzerland,CHE,Samedan,46.438365000000005,9.870266,642.8
1992,Switzerland,CHE,Samedan,46.438365000000005,9.870266,731.7
1993,Switzerland,CHE,Samedan,46.438365000000005,9.870266,769.1
1994,Switzerland,CHE,Samedan,46.438365000000005,9.870266,703.3
1995,Switzerland,CHE,Samedan,46.438365000000005,9.870266,548.1
1996,Switzerland,CHE,Samedan,46.438365000000005,9.870266,795.3
1997,Switzerland,CHE,Samedan,46.438365000000005,9.870266,670.6
1998,Switzerland,CHE,Samedan,46.438365000000005,9.870266,670.6
1999,Switzerland,CHE,Samedan,46.438365000000005,9.870266,830.0
2000,Switzerland,CHE,Samedan,46.438365000000005,9.870266,973.1
2001,Switzerland,CHE,Samedan,46.438365000000005,9.870266,792.6
2002,Switzerland,CHE,Samedan,46.438365000000005,9.870266,973.2
2003,Switzerland,CHE,Samedan,46.438365000000005,9.870266,527.1
2004,Switzerland,CHE,Samedan,46.438365000000005,9.870266,593.2
2005,Switzerland,CHE,Samedan,46.438365000000005,9.870266,506.6
2006,Switzerland,CHE,Samedan,46.438365000000005,9.870266,518.2
2007,Switzerland,CHE,Samedan,46.438365000000005,9.870266,661.8
2008,Switzerland,CHE,Samedan,46.438365000000005,9.870266,942.0
2009,Switzerland,CHE,Samedan,46.438365000000005,9.870266,658.0
2010,Switzerland,CHE,Samedan,46.438365000000005,9.870266,631.3
2011,Switzerland,CHE,Samedan,46.438365000000005,9.870266,574.4
2012,Switzerland,CHE,Samedan,46.438365000000005,9.870266,699.4
2013,Switzerland,CHE,Samedan,46.438365000000005,9.870266,640.2
2014,Switzerland,CHE,Samedan,46.438365000000005,9.870266,957.0
2015,Switzerland,CHE,Samedan,46.438365000000005,9.870266,625.7
2016,Switzerland,CHE,Samedan,46.438365000000005,9.870266,749.7
2017,Switzerland,CHE,Samedan,46.438365000000005,9.870266,709.9
2018,Switzerland,CHE,Samedan,46.438365000000005,9.870266,664.9
2019,Switzerland,CHE,Samedan,46.438365000000005,9.870266,815.3
1931,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,572.3
1932,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,497.3
1933,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,410.8
1934,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,485.1
1935,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,747.7
1936,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,572.2
1937,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,546.7
1938,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,462.2
1939,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,542.6
1940,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,718.4
1941,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,401.2
1942,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,447.0
1943,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,441.2
1944,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,733.2
1945,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,520.0
1946,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,566.2
1947,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,521.1
1948,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,487.6
1949,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,407.2
1950,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,627.9
1951,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,563.3
1952,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,829.9
1953,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,338.9
1954,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,677.4
1955,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,684.1
1956,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,491.9
1957,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,579.1
1958,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,633.6
1959,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,548.2
1960,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,618.0
1961,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,610.6
1962,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,536.8
1963,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,547.0
1964,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,431.5
1965,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,833.3
1966,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,588.9
1967,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,527.6
1968,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,671.1
1969,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,525.3
1970,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,669.7
1971,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,539.3
1972,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,427.2
1973,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,505.1
1974,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,717.2
1975,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,431.9
1976,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,487.8
1977,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,686.8
1978,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,613.0
1979,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,697.0
1980,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,647.6
1981,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,704.1
1982,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,595.6
1983,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,580.4
1984,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,493.9
1985,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,649.0
1986,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,631.8
1987,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,617.2
1988,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,639.9
1989,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,435.2
1990,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,892.0
1991,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,533.6
1992,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,720.3
1993,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,619.0
1994,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,671.0
1995,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,756.7
1996,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,554.6
1997,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,551.0
1998,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,486.3
1999,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,786.7
2000,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,515.8
2001,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,649.9
2002,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,689.7
2003,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,426.6
2004,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,477.0
2005,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,499.6
2006,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,604.4
2007,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,757.4
2008,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,561.3
2009,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,516.0
2010,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,480.0
2011,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,484.5
2012,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,614.7
2013,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,567.7
2014,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,529.7
2015,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,500.1
2016,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,586.5
2017,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,565.3
2018,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,633.1
2019,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,607.5
1931,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1412.2
1932,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1354.6
1933,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1279.9
1934,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1291.7
1935,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1415.6
1936,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1308.0
1937,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1347.3
1938,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1336.1
1939,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1492.5
1940,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1628.9
1941,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1241.8
1942,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1136.4
1943,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,883.0
1944,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1428.5
1945,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1299.9
1946,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1159.0
1947,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1084.8
1948,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1208.8
1949,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1000.4
1950,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1223.6
1951,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1328.4
1952,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1484.9
1953,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1130.1
1954,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1476.1
1955,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1503.9
1956,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1465.3
1957,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1288.6
1958,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1390.0
1959,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1105.3
1960,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1414.6
1961,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1172.7
1962,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1206.8
1963,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1215.4
1964,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1207.3
1965,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1500.6
1966,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1487.3
1967,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1337.0
1968,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1243.6
1969,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1207.7
1970,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1415.8
1971,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1063.1
1972,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1147.7
1973,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1236.5
1974,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1375.8
1975,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1390.0
1976,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1083.2
1977,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1430.9
1978,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1322.0
1979,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1432.0
1980,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1260.6
1981,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1425.7
1982,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1254.6
1983,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1169.4
1984,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1410.1
1985,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1191.7
1986,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1413.1
1987,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1422.9
1988,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1441.6
1989,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1177.3
1990,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1287.2
1991,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1150.8
1992,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1260.1
1993,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1351.3
1994,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1330.1
1995,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1470.4
1996,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1337.8
1997,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1009.2
1998,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1365.9
1999,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1632.3
2000,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1454.9
2001,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1371.5
2002,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1708.2
2003,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1018.4
2004,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1307.6
2005,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1216.8
2006,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1273.7
2007,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1128.9
2008,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1372.9
2009,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1245.9
2010,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1512.5
2011,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1241.6
2012,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1549.1
2013,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1467.6
2014,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1344.6
2015,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1335.8
2016,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1483.6
2017,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1561.0
2018,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1259.6
2019,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1469.1
1931,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,1229.1
1932,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,991.1
1933,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,1029.7
1934,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,966.3
1935,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,1196.7
1936,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,1249.4
1937,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,1063.5
1938,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,1046.1
1939,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,1358.4
1940,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,1370.3
1941,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,1006.3
1942,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,926.3
1943,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,763.1
1944,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,1087.2
1945,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,1012.1
1946,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,1094.8
1947,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,874.8
1948,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,889.2
1949,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,646.7
1950,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,1052.7
1951,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,1076.8
1952,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,1261.5
1953,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,844.4
1954,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,1117.5
1955,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,1087.8
1956,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,1137.6
1957,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,987.7
1958,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,1348.3
1959,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,878.4
1960,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,1226.2
1961,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,898.2
1962,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,930.7
1963,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,973.5
1964,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,916.2
1965,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,1447.0
1966,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,1231.9
1967,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,1026.6
1968,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,1086.6
1969,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,894.5
1970,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,1331.5
1971,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,903.0
1972,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,950.7
1973,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,1052.2
1974,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,1089.3
1975,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,1151.2
1976,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,910.0
1977,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,1097.5
1978,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,1204.6
1979,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,1184.2
1980,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,1027.3
1981,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,1289.6
1982,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,1171.9
1983,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,875.9
1984,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,993.9
1985,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,959.6
1986,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,1204.3
1987,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,1215.2
1988,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,1414.6
1989,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,950.1
1990,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,1188.2
1991,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,924.1
1992,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,1078.5
1993,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,1173.6
1994,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,1171.9
1995,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,1323.3
1996,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,1003.7
1997,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,985.9
1998,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,1043.8
1999,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,1549.0
2000,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,1156.7
2001,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,1482.9
2002,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,1275.8
2003,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,859.2
2004,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,1071.0
2005,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,1041.9
2006,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,1134.5
2007,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,1152.9
2008,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,1212.7
2009,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,1098.3
2010,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,1001.5
2011,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,913.5
2012,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,1291.7
2013,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,1093.8
2014,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,1076.4
2015,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,918.0
2016,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,1296.8
2017,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,1106.7
2018,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,897.3
2019,Switzerland,CHE,Zürich-Fluntern,47.382096999999995,8.566803,1041.2
